service_level,normal_cost,saa_cost,integrated_cost
0.5,9.51609464719742,9.55210894407242,10.875624667341356
0.7,9.324450367653128,9.343012550843254,9.399076772599816
0.8,9.654075489746075,9.265565422867065,9.531547581328407
0.9,10.426372681745386,9.445948704117063,11.278508718546089
0.95,11.237645921937522,10.154009392361115,13.815459026909576
